prediction,target
prediction,1

Metric logloss = ,0.5101718695463664

logloss,auc,f1,accuracy,precision,recall,mcc
0.5101718695463664,0.78261916225325,0.8413793103448275,0.7653061224489796,1.0,1.0,0.44942081505126463
,,0.5081943721459733,0.5081943721459733,0.8279775093249561,0.13550950438461495,0.6205937939199784
